address,price,area,rooms,year,type,url,price_per_m2,lat,lon,date,floor,ownership,postal_code,city
Nedre Barkvedvegen 160,4990000,210,,1966.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=266854129,23761,59.0247121,6.0152756,11/03/2023,,Eier (Selveier),4100,Jørpeland
Bamse Brakars vei 5,2590000,61,3.0,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294299305,42459,58.158145,8.072946,11/03/2023,2.0,Eier (Selveier),4638,Kristiansand S
Rensåsgata 21,4280000,67,,2014.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294105389,63880,67.282632,14.388184,11/03/2023,3.0,Eier (Selveier),8005,Bodø
Grønliveien 34B,4000000,132,,2012.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294297938,30303,59.1444685,11.3743941,11/03/2023,,Eier (Selveier),1782,Halden
Kompaniveien 5 Gamle,7390000,106,,2019.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294297837,69716,59.207561,10.995616,11/03/2023,1.0,Andel,1639,Fredrikstad
Carl Sibberns vei 7A,3100000,113,3.0,1973.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294297846,27433,59.4442973,10.6950103,11/03/2023,4.0,Andel,1598,Moss
Hanevoldveien 26B,10450000,212,,1965.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=257382054,49292,59.8429573,10.4119806,11/03/2023,,Eier (Selveier),1384,Asker
Hvervagutua 32,5000000,150,5.0,1900.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294197273,33333,60.7514807,11.1532558,11/03/2023,,Eier (Selveier),2312,Ottestad
Gosen 23,5800000,142,6.0,1991.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294281369,40845,60.3050384,5.2779951,11/03/2023,2.0,Eier (Selveier),5253,Sandsli
Frafjordgata 3,13900000,364,7.0,2022.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294205413,38186,58.864233,5.738444,11/03/2023,3.0,Eier (Selveier),4307,Sandnes
Ragnhild Jølsens veg 44E,3200000,82,3.0,1964.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294208213,39024,59.9383652,11.0221346,11/03/2023,2.0,Andel,2006,Løvenstad
Skogblomstveien 116,5600000,87,3.0,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294280412,64367,59.944476,10.9506469,11/03/2023,2.0,Eier (Selveier),1470,Lørenskog
Ortustranden 29,2890000,68,3.0,1969.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294238963,42500,60.3433697,5.2913065,11/03/2023,2.0,Andel,5143,Fyllingsdalen
Mogens Thorsens gate 3,18000000,137,3.0,1928.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293837117,131386,59.915648,10.712156,11/03/2023,3.0,Aksje,264,Oslo
Solbråenga 28,3500000,114,3.0,2001.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294228977,30701,60.805495,11.135346,11/03/2023,2.0,Eier (Selveier),2322,Ridabu
Kreklingveien 9,4500000,188,4.0,1982.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294082752,23936,59.2780549,11.053398,11/03/2023,2.0,Eier (Selveier),1715,Yven
Haraldsringen 4,4490000,84,3.0,2009.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293479523,53452,58.9451233,5.682106,11/03/2023,3.0,Eier (Selveier),4041,Hafrsfjord
Bringebærveien 33,2890000,62,3.0,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294237330,46612,59.874988,11.57548,11/03/2023,2.0,Eier (Selveier),1940,Bjørkelangen
Konggata 53b,2200000,40,2.0,1935.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294263258,55000,59.7497112,10.1963383,11/03/2023,2.0,Andel,3019,Drammen
Semsveien 44B,3250000,44,2.0,1967.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294265525,73863,59.8419658,10.4289636,11/03/2023,1.0,Eier (Selveier),1383,Asker
Bakerovnsberget 24 Bærums,10950000,253,6.0,1986.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294232026,43280,59.940485,10.512381,11/03/2023,2.0,Eier (Selveier),1353,Verk
Storgata 30 - 202,2150000,72,4.0,1958.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=272909884,29861,70.6620159,23.6816221,11/03/2023,2.0,Eier (Selveier),9600,Hammerfest
Tråklestinget 27,5350000,258,,1982.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294294755,20736,59.459814,10.691913,11/03/2023,,Eier (Selveier),1537,Moss
Høymyrveien 4C,3490000,80,4.0,2023.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294041378,43625,59.279802,11.036142,11/03/2023,2.0,Eier (Selveier),1719,Greåker
Bukkene Bruses veg 20,1800000,82,3.0,1983.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294114116,21951,60.2073889,11.9799577,11/03/2023,2.0,Andel,2212,Kongsvinger
Ødegårds vei 201,3390000,37,2.0,2023.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294284740,91621,59.945435,10.96002,11/03/2023,1.0,Eier (Selveier),1470,Lørenskog
Dolvikhaugene 10,5600000,144,6.0,2000.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294034282,38888,60.3096951,5.2738413,11/03/2023,3.0,Eier (Selveier),5252,Søreidgrend
Kaiveien 6 Sande i,6500000,95,4.0,2014.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293989748,68421,59.5614489,10.2683651,11/03/2023,2.0,Eier (Selveier),3077,Vestfold
Nermarka 37B,4390000,115,4.0,2005.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=293854137,38173,63.41739,10.47436,11/03/2023,3.0,Andel,7047,Trondheim
Betaniavegen 10,3890000,140,5.0,1971.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294076172,27785,63.4369673,10.6580817,11/03/2023,1.0,Eier (Selveier),7563,Malvik
Dronning Ingrids plass 1,8400000,60,3.0,1969.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294284121,140000,59.919735,10.781284,11/03/2023,10.0,Andel,654,Oslo
Steinsvikvegen 402B,6800000,175,5.0,2015.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=293950546,38857,60.297992,5.3244053,11/03/2023,2.0,Eier (Selveier),5239,Rådal
Trollstubben 4E,3100000,138,,1976.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=293515636,22463,59.45294,10.692023,11/03/2023,3.0,Andel,1535,Moss
Kongsgård alle 4A,2890000,80,,1956.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294282974,36125,58.1548925,8.0116171,11/03/2023,1.0,Andel,4631,Kristiansand S
Bønesberget 66,11490000,292,9.0,1990.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294282617,39349,60.3290765,5.3122535,11/03/2023,,Eier (Selveier),5153,Bønes
Presteheia 97,2790000,51,,2006.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294282618,54705,58.1643432,8.011733,11/03/2023,1.0,Andel,4633,Kristiansand S
Krossen 14,4200000,192,,1998.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294034617,21875,59.7981249,5.5110541,11/03/2023,,Eier (Selveier),5416,Stord
Tyvenlia 83,1100000,70,,2006.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294277721,15714,70.6367157,23.6813296,11/03/2023,1.0,Andel,9610,Rypefjord
Sagstadvika 9B,10500000,266,6.0,2005.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294275818,39473,60.228539,5.3671399,11/03/2023,,Eier (Selveier),5243,Fana
Solgårdveien 8,3300000,61,,2013.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294274247,54098,59.98296,11.227618,11/03/2023,2.0,Eier (Selveier),1920,Sørumsand
Storgata 36,3990000,44,,2017.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294273766,90681,59.959039,11.049039,11/03/2023,5.0,Eier (Selveier),2000,Lillestrøm
Sundts veg 95,7800000,90,4.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294114183,86666,60.31336,5.332148,11/03/2023,2.0,Eier (Selveier),5221,Nesttun
Øyjordsveien 27,2700000,61,3.0,1966.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294272612,44262,60.4274062,5.30891,11/03/2023,2.0,Andel,5038,Bergen
Strandvegen 100K,4090000,69,3.0,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=280667022,59275,69.637514,18.936635,11/03/2023,2.0,Eier (Selveier),9006,Tromsø
Fløyveien 10,3150000,329,6.0,1915.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294322629,9574,58.4602665,6.54957,11/03/2023,,Eier (Selveier),4460,Moi
Sydneskleiven 31,4190000,53,3.0,1898.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294270681,79056,60.3895092,5.3172725,11/03/2023,4.0,Eier (Selveier),5010,Bergen
Moveien 113A,2350000,77,3.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293476011,30519,59.148157,10.193067,11/03/2023,1.0,Andel,3221,Sandefjord
Lervigbrygga 116,3990000,64,2.0,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293962861,62343,58.967553,5.763958,11/03/2023,3.0,Eier (Selveier),4014,Stavanger
Viksenga 24,4750000,144,,2005.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=289967993,32986,60.0837285,10.2618988,11/03/2023,,Eier (Selveier),3530,Røyse
Kolleveien 2,4275000,222,8.0,1950.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=286965121,19256,59.5838423,11.1424004,11/03/2023,,Eier (Selveier),1832,Askim
Gråtenvegen 25C,2590000,120,4.0,1955.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294264666,21583,59.1930164,9.6172768,11/03/2023,,Andel,3732,Skien
Gyldenløves gate 42,58000000,296,,1901.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294267548,195945,59.922833,10.708966,11/03/2023,1.0,Eier (Selveier),260,Oslo
Fjellkroken 49D,5350000,134,5.0,1996.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294113246,39925,60.087609,10.995038,11/03/2023,2.0,Eier (Selveier),2022,Gjerdrum
Eliasmarken 17,2500000,67,3.0,1958.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294263446,37313,60.3847642,5.2737383,11/03/2023,1.0,Andel,5164,Laksevåg
Rådhusvegen 12,4090000,86,3.0,2003.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294215370,47558,63.287772,10.281624,11/03/2023,1.0,Eier (Selveier),7224,Melhus
Stølen 7,3650000,184,7.0,1979.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294112130,19836,59.4376961,5.2717468,11/03/2023,,Eier (Selveier),5516,Haugesund
Inga F. Gjerdrums vei 45,7600000,146,5.0,1971.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=288017004,52054,59.872417,10.4780523,11/03/2023,3.0,Eier (Selveier),1396,Billingstad
RUSTABAKKEN 1,1900000,137,,1963.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294098734,13868,61.768567,5.297067,11/03/2023,2.0,Eier (Selveier),6723,Svelgen
Stovner Senter 26,4550000,105,5.0,1975.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294180663,43333,59.96194,10.926285,11/03/2023,4.0,Eier (Selveier),985,Oslo
Prost Aunes veg 4,3890000,194,5.0,1968.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294152320,20051,63.2716888,10.2994571,11/03/2023,,Eier (Selveier),7224,Melhus
Lærums gate 6A,2990000,65,2.0,1950.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294116837,46000,59.733606,10.211399,11/03/2023,2.0,Aksje,3044,Drammen
Austmannavegen 5C,1690000,87,3.0,1967.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294260382,19425,59.3959603,5.2989167,11/03/2023,4.0,Andel,5537,Haugesund
Nedre Sølen 49,3100000,126,5.0,2013.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294259751,24603,59.1510778,9.6740369,11/03/2023,,Andel,3913,Porsgrunn
Urds gate 15,5900000,262,,1909.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294227971,22519,59.4060002,10.4712479,11/03/2023,,Eier (Selveier),3182,Horten
Bredalsmarken 6,3290000,69,3.0,1948.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294258961,47681,60.3870582,5.3170422,11/03/2023,4.0,Andel,5006,Bergen
Fossen 8,1000000,262,,1910.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294258387,3816,64.401481,12.342277,11/03/2023,,Eier (Selveier),7870,Grong
Ole Landmarks vei 52,5200000,108,3.0,1984.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294257898,48148,60.378079,5.344531,11/03/2023,3.0,Eier (Selveier),5053,Bergen
Skuldsveg 7,3990000,283,8.0,1938.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=291751604,14098,59.1455759,9.670734,11/03/2023,4.0,Eier (Selveier),3913,Porsgrunn
Storgata 22,1150000,54,2.0,1957.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293970987,21296,63.1091562,7.7305194,11/03/2023,2.0,Andel,6509,Kristiansund N
Ryttersvingene 120A,1790000,57,3.0,2006.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294249806,31403,58.9577253,5.6345105,11/03/2023,1.0,Andel,4046,Hafrsfjord
Nattrutekaien 43,5300000,117,3.0,2003.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294257073,45299,59.7815075,5.5033063,11/03/2023,3.0,Eier (Selveier),5411,Stord
Stensgata 35C,4000000,40,2.0,1902.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294189841,100000,59.932634,10.733307,11/03/2023,3.0,Eier (Selveier),358,Oslo
Saudalen 46,3290000,110,4.0,1971.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294073422,29909,60.4794555,5.2624337,11/03/2023,1.0,Andel,5124,Morvik
Femsjøveien 5,4575000,234,4.0,1947.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294255773,19551,59.1339569,11.4515597,11/03/2023,,Eier (Selveier),1791,Tistedal
Fossegrenda 27B,2990000,95,,1977.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294255649,31473,63.388355,10.412713,11/03/2023,1.0,Eier (Selveier),7038,Trondheim
Nattlandsveien 111D,5990000,133,6.0,1964.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294255595,45037,60.3521173,5.3681694,11/03/2023,,Eier (Selveier),5094,Bergen
Steinsvikvegen 384,4150000,71,,2012.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294253857,58450,60.297161,5.32143,11/03/2023,1.0,Eier (Selveier),5239,Rådal
Vollane 19 Eidsvåg i,11900000,234,9.0,1966.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294253656,50854,60.440494,5.3141545,11/03/2023,,Eier (Selveier),5105,Åsane
Sanddalskollen 21,3490000,115,3.0,1986.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294252265,30347,60.3265168,5.3700575,11/03/2023,,Andel,5225,Nesttun
C. Sundts gate 66,3990000,71,2.0,1963.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294252031,56197,60.399375,5.308776,11/03/2023,1.0,Andel,5004,Bergen
Sundts veg 9A,4290000,94,4.0,2014.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294251788,45638,60.3179121,5.3435898,11/03/2023,2.0,Eier (Selveier),5221,Nesttun
Sveriges gate 11 B,4000000,46,2.0,1938.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294251466,86956,59.907622,10.791606,11/03/2023,3.0,Eier (Selveier),658,Oslo
Heimdalsgata 8,4490000,44,2.0,2006.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294251190,102045,59.917967,10.762469,11/03/2023,3.0,Andel,561,Oslo
Øvre Haslevei 62B,6250000,148,5.0,2018.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294348586,42229,59.147789,10.231293,11/03/2023,,Eier (Selveier),3229,Sandefjord
Bjørn Farmanns gate 42,7150000,121,5.0,1965.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=293833087,59090,58.9458449,5.6794105,11/03/2023,,Eier (Selveier),4041,Hafrsfjord
Midtunvegen 48C,6700000,128,4.0,2018.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294088438,52343,60.319495,5.356419,11/03/2023,2.0,Eier (Selveier),5224,Nesttun
Stemmelia 47A,6000000,225,5.0,1967.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294108463,26666,60.3173133,5.3693939,11/03/2023,2.0,Eier (Selveier),5223,Nesttun
Listerveien 54E,1950000,59,,1973.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294249975,33050,58.1027719,7.9519008,11/03/2023,2.0,Eier (Selveier),4624,Kristiansand S
Øvre Gokstadvei 25B,3000000,88,3.0,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293326317,34090,59.135664,10.243977,11/03/2023,1.0,Andel,3228,Sandefjord
Vestvang 8,5500000,91,,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294249500,60439,60.0710205,11.033651,11/03/2023,,Eier (Selveier),2022,Gjerdrum
Odelsvegen 10,3950000,70,3.0,2018.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294194498,56428,60.143735,11.159285,11/03/2023,3.0,Eier (Selveier),2063,Jessheim
Skjærvaveien 31,5450000,263,6.0,1983.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=243145231,20722,63.1020105,7.7246319,11/03/2023,,Eier (Selveier),6507,Kristiansund N
Gyldenløves gate 17,2450000,43,,1749.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294246966,56976,58.1471096,7.9949977,11/03/2023,2.0,Eier (Selveier),4611,Kristiansand S
Koglehaugen 11,3350000,100,4.0,1984.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294246871,33500,60.6543371,6.4332398,11/03/2023,2.0,Andel,5710,Skulestadmo
Sivert Thonstads vei 31,4490000,76,4.0,2016.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294246264,59078,63.358953,10.3678264,11/03/2023,3.0,Eier (Selveier),7072,Heimdal
Vestre Drotningsvik 68,4800000,119,5.0,1979.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294029827,40336,60.3740789,5.1735172,11/03/2023,1.0,Eier (Selveier),5179,Godvik
Lunden 37,4150000,44,2.0,2019.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294245075,94318,59.938302,10.827088,11/03/2023,3.0,Eier (Selveier),598,Oslo
Haralds gate 2,1750000,57,,1968.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294244830,30701,60.7910245,10.6953483,11/03/2023,5.0,Andel,2815,Gjøvik
Apeltunhaugene 189,5200000,103,4.0,2008.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294206218,50485,60.2899272,5.338687,11/03/2023,2.0,Eier (Selveier),5238,Rådal
Storgata 1A,1660000,61,2.0,2020.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293461090,27213,59.418467,10.484012,11/03/2023,3.0,Andel,3181,Horten
Smedgata 7B,6000000,71,3.0,1893.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294243295,84507,59.912335,10.769861,11/03/2023,2.0,Andel,651,Oslo
Lesten 1,3650000,177,6.0,1989.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294143595,20621,59.3819975,10.4014839,11/03/2023,2.0,Eier (Selveier),3185,Skoppum
Christopher Bruuns gate 11,6300000,234,,1968.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294241850,26923,60.8028671,11.0614522,11/03/2023,,Eier (Selveier),2315,Hamar
Heien 25,2400000,37,2.0,1929.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294192715,64864,60.4093621,5.3285653,11/03/2023,1.0,Eier (Selveier),5037,Bergen
Selma Ellefsens vei 3K,4000000,92,4.0,2021.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294241202,43478,59.925312,10.811369,11/03/2023,4.0,Andel,581,Oslo
Tiriltunga 28,4600000,213,,1987.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294239078,21596,63.121699,7.801136,11/03/2023,,Eier (Selveier),6518,Kristiansund N
Frivoldveien 26,3690000,126,,1984.0,Enebolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294240990,29285,58.4816509,8.7544307,11/03/2023,,Eier (Selveier),4846,Arendal
Brochmanns gate 10C,4600000,53,2.0,1941.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=293846177,86792,59.940788,10.763824,11/03/2023,2.0,Andel,470,Oslo
Georg Feydts gate 20,1800000,85,3.0,1976.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294240679,21176,59.12545,11.443756,11/03/2023,,Eier (Selveier),1792,Tistedal
Hjellevegen 19B,4150000,140,,2006.0,Tomannsbolig,https://www.finn.no/realestate/homes/ad.html?finnkode=294240277,29642,60.2012419,5.4860781,11/03/2023,,Eier (Selveier),5211,Os
Kongens gate 41,3150000,67,3.0,2006.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294224774,47014,67.284171,14.390681,11/03/2023,5.0,Andel,8006,Bodø
Svoldergata 22,4290000,190,,2010.0,Leilighet,https://www.finn.no/realestate/homes/ad.html?finnkode=294218293,22578,59.42457,5.2688523,11/03/2023,,Eier (Selveier),5518,Haugesund
Solbakken 56 A,1890000,116,4.0,1968.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294239732,16293,62.7450146,7.1884967,11/03/2023,1.0,Andel,6429,Molde
Saudalen 26,3490000,104,,1973.0,Rekkehus,https://www.finn.no/realestate/homes/ad.html?finnkode=294239340,33557,60.4796386,5.2606461,11/03/2023,,Andel,5124,Morvik
